Id,year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age
959,2013,Porsche,Porsche Cayenne Diesel,Cayenne,3900000,87000,Diesel,Hyderabad,5,8
960,2014,Jaguar,Jaguar XF Petrol 2.0,XF,2195000,71000,Petrol,Hyderabad,40,7
961,2016,Hyundai,Hyundai Xcent S 1.1 CRDi,Xcent,430000,127000,Diesel,Hyderabad,14,5
962,2017,Tata,Tata Hexa XT 4x2 7 STR,Hexa,1200000,160015,Diesel,Hyderabad,40,4
963,2014,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX,Verna,725000,50781,Diesel,Hyderabad,14,7
964,2019,Maruti Suzuki,Maruti Suzuki Vitara Brezza VDi,Vitara,990000,41000,Diesel,Hyderabad,32,2
965,2012,Tata,Tata Nano LX,Nano,95000,31000,Petrol,Hyderabad,40,9
966,2017,Hyundai,Hyundai Creta 1.6 SX Plus Special Edition,Creta,1035000,56462,Diesel,Hyderabad,14,4
967,2017,Honda,Honda City V Petrol [2017-2019],City,775000,44150,Petrol,Hyderabad,7,4
968,2019,Hyundai,Hyundai Creta SX 1.6 Petrol,Creta,1285000,20000,Petrol,Hyderabad,14,2
969,2016,Honda,Honda City SV Diesel,City,775000,66000,Diesel,Hyderabad,7,5
970,2015,Volkswagen,Volkswagen Polo Highline1.2L (P),Polo,550000,68000,Petrol,Hyderabad,3,6
971,2012,Skoda,Skoda Yeti Ambition 2.0 TDI CR 4x2,Yeti,675000,95000,Diesel,Hyderabad,27,9
972,2017,Maruti Suzuki,Maruti Suzuki Ciaz ZDi+ SHVS RS [2015-2017],Ciaz,795000,54000,Diesel,Hyderabad,32,4
973,2012,Nissan,Nissan Sunny XL,Sunny,370000,72000,Petrol,Hyderabad,11,9
974,2011,Ford,Ford Figo Duratorq Diesel ZXI 1.4,Figo,275000,115000,Diesel,Hyderabad,8,10
975,2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,745000,46816,Diesel,Hyderabad,8,5
976,2017,Honda,Honda City VX (O) MT Diesel,City,975000,94000,Diesel,Hyderabad,7,4
977,2012,Skoda,Skoda Yeti Elegance 2.0 TDI CR 4x4,Yeti,675000,107000,Diesel,Hyderabad,27,9
978,2015,Mahindra,Mahindra Quanto C8,Quanto,450000,80000,Diesel,Hyderabad,24,6
979,2007,Honda,Honda Accord 3.0 V6 AT,Accord,450000,110000,Petrol,Hyderabad,7,14
980,2010,Ford,Ford Endeavour 3.0L 4x4 AT,Endeavour,685000,115000,Diesel,Hyderabad,8,11
981,2020,Hyundai,Hyundai Creta SX (O) 1.5 Diesel,Creta,1890000,23906,Diesel,Hyderabad,14,1
982,2017,Mahindra,Mahindra Thar CRDe 4x4 AC1,Thar,875000,76000,Diesel,Hyderabad,24,4
983,2018,Hyundai,Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],Grand,625000,43000,Petrol,Hyderabad,14,3
984,2018,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,1875000,142000,Diesel,Hyderabad,1,3
985,2019,Hyundai,Hyundai Verna 1.6 VTVT SX (O),Verna,1195000,10000,Petrol,Chennai,14,2
986,2021,Ford,Ford Endeavour Titanium Plus 2.0 4x4 AT,Endeavour,3850000,8000,Diesel,Chennai,8,0
987,2013,Hyundai,Hyundai i20 Magna 1.4 CRDI,i20,410000,83000,Diesel,Chennai,14,8
988,2013,Honda,Honda Amaze 1.5 S i-DTEC,Amaze,425000,100000,Diesel,Chennai,7,8
989,2016,Mercedes-Benz,Mercedes-Benz GLC 220 d Sport,GLC,3490000,38000,Diesel,Chennai,2,5
990,2015,Audi,Audi Q3 35 TDI Premium Plus,Q3,2200000,76000,Diesel,Chennai,10,6
991,2004,Toyota,Toyota Camry ACV30R,Camry,500000,70500,Petrol,Chennai,1,17
992,2013,Ford,Ford EcoSport Titanium 1.5 Ti-VCT AT,EcoSport,650000,60000,Petrol,Chennai,8,8
993,2019,Honda,Honda Jazz VX CVT Petrol,Jazz,900000,11505,Petrol,Chennai,7,2
994,2018,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,2150000,7686,Diesel,Chennai,1,3
995,2019,Honda,Honda Jazz VX Petrol,Jazz,900000,1664,Petrol,Chennai,7,2
996,2016,Hyundai,Hyundai Creta 1.6 SX,Creta,1090000,69138,Diesel,Chennai,14,5
997,2020,Toyota,Toyota Innova Crysta 2.4 ZX AT 7 STR,Innova,2790000,2762,Diesel,Chennai,1,1
998,2017,Honda,Honda WR-V VX MT Petrol,WR-V,800000,4593,Petrol,Chennai,7,4
999,2015,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,725000,75000,Diesel,Chennai,32,6
1000,2013,Toyota,Toyota Innova 2.5 VX 8 STR BS-III,Innova,1100000,107000,Diesel,Chennai,1,8
1001,2016,Honda,Honda City SV Diesel,City,810000,62000,Diesel,Chennai,7,5
1002,2008,Hyundai,Hyundai Santro Xing GLS,Santro,170000,63000,Petrol,Chennai,14,13
1003,2014,Renault,Renault Duster RXL Petrol,Duster,565000,25000,Petrol,Chennai,15,7
1004,2015,Hyundai,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],i10,400000,40000,Petrol,Chennai,14,6
1005,2018,Hyundai,Hyundai Verna 1.6 CRDI SX,Verna,1025000,40000,Diesel,Chennai,14,3
1006,2010,Tata,Tata Nano LX,Nano,80000,10001,Petrol,Chennai,40,11
1007,2016,Mahindra,Mahindra TUV300 T8 AMT mHAWK100,TUV300,875000,38000,Diesel,Chennai,24,5
1008,2019,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],Vitara,1150000,14000,Diesel,Chennai,32,2
1009,2019,Honda,Honda Jazz VX Petrol,Jazz,790000,11000,Petrol,Chennai,7,2
1010,2018,Mahindra,Mahindra XUV500 W5 [2018-2020],XUV500,1290000,29000,Diesel,Chennai,24,3
1011,2020,Mahindra,Mahindra XUV300 1.2 W6 [2019-2019],XUV300,990000,2000,Petrol,Chennai,24,1
1012,2019,Hyundai,Hyundai Verna EX 1.4 VTVT,Verna,925000,24800,Petrol,Chennai,14,2
1013,2020,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1390000,25000,Diesel,Chennai,24,1
1014,2017,Honda,Honda WR-V VX MT Diesel,WR-V,875000,46000,Diesel,Chennai,7,4
1015,2018,Ford,Ford EcoSport Titanium + 1.5L TDCi,EcoSport,1090000,20000,Diesel,Chennai,8,3
1016,2020,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1390000,25000,Diesel,Chennai,24,1
1017,2018,Ford,Ford EcoSport Titanium + 1.5L TDCi,EcoSport,1090000,20000,Diesel,Chennai,8,3
1018,2021,Ford,Ford Endeavour Titanium Plus 2.0 4x4 AT,Endeavour,3850000,8000,Diesel,Chennai,8,0
1019,2017,Honda,Honda WR-V VX MT Diesel,WR-V,875000,46000,Diesel,Chennai,7,4
1020,2019,Hyundai,Hyundai Verna 1.6 VTVT SX (O),Verna,1195000,10000,Petrol,Chennai,14,2
1021,2019,Skoda,Skoda Rapid Monte Carlo 1.6 MPI MT,Rapid,1175000,10000,Petrol,Chennai,27,2
1022,2019,Jeep,Jeep Compass Limited Plus Petrol AT [2018-2020],Compass,2190000,24000,Petrol,Chennai,19,2
1023,2018,Mahindra,Mahindra XUV500 W5 [2018-2020],XUV500,1290000,29000,Diesel,Chennai,24,3
1024,2019,Hyundai,Hyundai Verna EX 1.4 VTVT,Verna,925000,24800,Petrol,Chennai,14,2
1025,2020,Mahindra,Mahindra XUV300 1.2 W6 [2019-2019],XUV300,990000,2000,Petrol,Chennai,24,1
1026,2014,Honda,Honda City VX CVT,City,790000,20000,Petrol,Chennai,7,7
1027,2015,Volkswagen,Volkswagen Vento Highline Diesel,Vento,620000,54000,Diesel,Chennai,3,6
1028,2010,Maruti Suzuki,Maruti Suzuki Ritz VXI BS-IV,Ritz,285000,72000,Petrol,Chennai,32,11
1029,2014,Audi,Audi A4 2.0 TDI (177bhp) Premium,A4,1850000,72000,Diesel,Chennai,10,7
1030,2016,Hyundai,Hyundai Elite i20 Asta 1.2 [2016-2017],Elite,630000,5700,Petrol,Chennai,14,5
1031,2014,Mahindra,Mahindra Bolero SLX BS IV,Bolero,540000,180000,Diesel,Chennai,24,7
1032,2018,Hyundai,Hyundai Creta S 1.6 AT CRDi,Creta,1250000,40000,Diesel,Chennai,14,3
1033,2013,Ford,Ford EcoSport Titanium 1.5 Ti-VCT AT,EcoSport,650000,60000,Petrol,Chennai,8,8
1034,2012,Honda,Honda City 1.5 E MT,City,525000,40000,Petrol,Chennai,7,9
1035,2012,Honda,Honda City 1.5 V AT,City,750000,65000,Petrol,Chennai,7,9
1036,2011,Honda,Honda City 1.5 S AT,City,490000,80000,Petrol,Chennai,7,10
1037,2019,Hyundai,Hyundai Elite i20 Magna Plus 1.2 [2019-2020],Elite,625000,33000,Petrol,Chennai,14,2
1038,2020,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,530000,11500,Petrol,Chennai,15,1
1039,2019,Volvo,Volvo XC60 Inscription [2017-2020],XC60,5600000,40000,Diesel,Chennai,9,2
1040,2019,Hyundai,Hyundai Elite i20 Magna Plus 1.2 [2019-2020],Elite,625000,33000,Petrol,Chennai,14,2
1041,2019,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,2450000,26000,Diesel,Chennai,1,2
1042,2020,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,530000,11500,Petrol,Chennai,15,1
1043,2011,Mercedes-Benz,Mercedes-Benz C-Class 250 CDI,C-Class,1250000,97000,Diesel,Chennai,2,10
1044,2007,Honda,Honda CR-V 2.4 MT,CR-V,475000,120000,Petrol,Chennai,7,14
1045,2021,Hyundai,Hyundai Venue SX 1.0 Turbo iMT,Venue,1050000,2000,Petrol,Chennai,14,0
1046,2005,Mercedes-Benz,Mercedes-Benz C-Class 200 K AT,C-Class,550000,74000,Petrol,Chennai,2,16
1047,2014,Jaguar,Jaguar XF 2.2 Diesel,XF,2200000,78000,Diesel,Chennai,40,7
1048,2016,Hyundai,Hyundai Elite i20 Asta 1.2 [2016-2017],Elite,630000,57000,Petrol,Chennai,14,5
1049,2015,Volkswagen,Volkswagen Vento Highline Petrol AT,Vento,600000,66000,Petrol,Chennai,3,6
1050,2015,Volkswagen,Volkswagen Polo GT TSI,Polo,700000,50000,Petrol,Chennai,3,6
1051,2011,Ford,Ford Fiesta ZXi 1.6,Fiesta,290000,55000,Petrol,Chennai,8,10
1052,2014,BMW,BMW 3 Series 320d Sport Line,3,2250000,55000,Diesel,Chennai,4,7
1053,2016,BMW,BMW 7 Series 730Ld DPE (CBU),7,5650000,54000,Diesel,Chennai,4,5
1054,2019,BMW,BMW 5 Series 520d Luxury Line [2017-2019],5,5190000,53000,Diesel,Chennai,4,2
1055,2016,Mercedes-Benz,Mercedes-Benz S-Class S 350 CDI,S-Class,5850000,70000,Diesel,Chennai,2,5
1056,2014,Volkswagen,Volkswagen Vento Highline Diesel,Vento,575000,86000,Diesel,Chennai,3,7
1057,2011,Honda,Honda Accord 2.4 AT,Accord,750000,65000,Petrol,Chennai,7,10
1058,2017,Jaguar,Jaguar F-Pace Prestige [2016-2017],F-Pace,4500000,56500,Diesel,Chennai,40,4
1059,2018,Volvo,Volvo XC90 D5 AWD,XC90,4200000,141900,Diesel,Chennai,9,3
1060,2011,Audi,Audi A4 2.0 TDI (177bhp) Premium,A4,1200000,44000,Diesel,Chennai,10,10
1061,2018,Jeep,Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],Compass,1650000,39500,Diesel,Chennai,19,3
1062,2004,Toyota,Toyota Camry ACV30R,Camry,500000,70500,Petrol,Chennai,1,17
1063,2018,Maruti Suzuki,Maruti Suzuki Ciaz Alpha 1.4 AT,Ciaz,950000,25000,Petrol,Chennai,32,3
1064,2016,Mercedes-Benz,Mercedes-Benz S-Class S 350 CDI,S-Class,5850000,70000,Diesel,Chennai,2,5
1065,2012,Toyota,Toyota Innova 2.5 V 7 STR,Innova,1200000,108000,Diesel,Chennai,1,9
1066,2017,Jaguar,Jaguar F-Pace Prestige [2016-2017],F-Pace,4500000,56500,Diesel,Chennai,40,4
1067,2014,BMW,BMW 3 Series 320d Luxury Line,3,2250000,55000,Diesel,Chennai,4,7
1068,2018,Volvo,Volvo XC90 D5 AWD,XC90,4200000,141900,Diesel,Chennai,9,3
1069,2011,Ford,Ford Fiesta ZXi 1.6,Fiesta,290000,55000,Petrol,Chennai,8,10
1070,2017,Land Rover,Land Rover Range Rover Evoque HSE,Evoque,3550000,80400,Diesel,Chennai,18,4
1071,2015,BMW,BMW 7 Series 730Ld,7,3800000,40500,Diesel,Chennai,4,6
1072,2018,BMW,BMW 5 Series 520d Luxury Line [2017-2019],5,4900000,39000,Diesel,Chennai,4,3
1073,2007,BMW,BMW 6 Series 645i,6,1800000,30900,Petrol,Chennai,4,14
1074,2014,Mahindra,Mahindra XUV500 W8 AWD,XUV500,1050000,58200,Diesel,Chennai,24,7
1075,2015,Hyundai,Hyundai Creta 1.6 S Plus AT,Creta,950000,79900,Diesel,Chennai,14,6
1076,2016,Maruti Suzuki,Maruti Suzuki Swift ZXi,Swift,610000,15000,Petrol,Chennai,32,5
1077,2019,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,2175000,39900,Diesel,Chennai,1,2
1078,2013,Volkswagen,Volkswagen Vento Highline Petrol,Vento,475000,66000,Petrol,Chennai,3,8
1079,2011,Hyundai,Hyundai i10 Asta 1.2 AT with Sunroof,i10,360000,22000,Petrol,Chennai,14,10
1080,2011,Volvo,Volvo XC60 D5 AWD AT,XC60,1150000,80000,Diesel,Chennai,9,10
1081,2012,Honda,Honda City 1.5 V MT,City,550000,55000,Petrol,Chennai,7,9
1082,2015,Mercedes-Benz,Mercedes-Benz CLS 250 CDI,CLS,3700000,24000,Diesel,Chennai,2,6
1083,2017,Toyota,Toyota Fortuner 2.8 4x2 MT [2016-2020],Fortuner,2700000,72000,Diesel,Chennai,1,4
1084,2019,Mahindra,Mahindra XUV500 W9 1.99,XUV500,1650000,19900,Diesel,Chennai,24,2
1085,2015,Ford,Ford EcoSport Titanium 1.5 TDCi,EcoSport,600000,92900,Diesel,Chennai,8,6
1086,2015,Ford,Ford EcoSport Titanium 1.5 TDCi,EcoSport,600000,89900,Diesel,Chennai,8,6
1087,2012,Mahindra,Mahindra XUV500 W8 AWD,XUV500,800000,85000,Diesel,Chennai,24,9
1088,2019,Mahindra,Mahindra XUV500 W9 1.99,XUV500,1650000,19900,Diesel,Chennai,24,2
1089,2012,Mahindra,Mahindra XUV500 W8 AWD,XUV500,800000,85000,Diesel,Chennai,24,9
1090,2013,Audi,Audi Q7 3.0 TDI quattro Premium Plus,Q7,2150000,83000,Diesel,Chennai,10,8
1091,2016,Honda,Honda City V,City,790000,45000,Petrol,Chennai,7,5
1092,2014,Hyundai,Hyundai Elite i20 Magna 1.4 CRDI,Elite,550000,52000,Diesel,Chennai,14,7
1093,2016,Maruti Suzuki,Maruti Suzuki Celerio ZXi,Celerio,425000,35000,Petrol,Chennai,32,5
1094,2016,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,1700000,79900,Diesel,Chennai,1,5
1095,2012,Audi,Audi A6 3.0 TDI quattro Premium Plus,A6,1450000,55000,Diesel,Chennai,10,9
1096,2018,Renault,Renault Duster 110 PS RXZ 4X2 AMT Diesel,Duster,925000,50000,Diesel,Chennai,15,3
1097,2015,Toyota,Toyota Innova 2.5 GX BS III 8 STR,Innova,1350000,85000,Diesel,Chennai,1,6
1098,2015,Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,C-Class,2350000,43000,Diesel,Chennai,2,6
1099,2012,Mercedes-Benz,Mercedes-Benz GL 350 CDI BlueEFFICIENCY,GL,2400000,148000,Diesel,Chennai,2,9
1100,2015,Hyundai,Hyundai Elite i20 Sportz 1.2,Elite,575000,39000,Petrol,Chennai,14,6
1101,2018,Hyundai,Hyundai Verna SX Plus 1.6 VTVT AT,Verna,1200000,19900,Petrol,Chennai,14,3
1102,2017,Maruti Suzuki,Maruti Suzuki Celerio ZXi AMT [2017-2019],Celerio,470000,51000,Petrol,Chennai,32,4
1103,2017,Land Rover,Land Rover Range Rover Evoque HSE,Evoque,3500000,30980,Diesel,Chennai,18,4
1104,2016,Audi,Audi Q3 30 TDI S,Q3,1395000,72000,Diesel,Chennai,10,5
1105,2014,BMW,BMW 5 Series 520d Luxury Line [2017-2019],5,2800000,27000,Diesel,Chennai,4,7
1106,2018,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Elite,650000,18000,Petrol,Chennai,14,3
1107,2015,Maruti Suzuki,Maruti Suzuki Ciaz ZXi,Ciaz,675000,62000,Petrol,Chennai,32,6
1108,2016,Hyundai,Hyundai Creta 1.4 S,Creta,770000,175000,Diesel,Chennai,14,5
1109,2011,Nissan,Nissan Micra XE Petrol,Micra,225000,51000,Petrol,Chennai,11,10
1110,2016,Hyundai,Hyundai Creta 1.4 S,Creta,925000,40000,Diesel,Chennai,14,5
1111,2019,Hyundai,Hyundai Venue SX Plus 1.0 Turbo DCT,Venue,1125000,14000,Petrol,Chennai,14,2
1112,2011,Nissan,Nissan Micra XE Petrol,Micra,225000,51000,Petrol,Chennai,11,10
1113,2019,Hyundai,Hyundai Venue SX Plus 1.0 Turbo DCT,Venue,1125000,14000,Petrol,Chennai,14,2
1114,2017,Ford,Ford Endeavour Titanium 2.2 4x2 AT [2016-2018],Endeavour,2280000,41000,Diesel,Chennai,8,4
1115,2014,Skoda,Skoda Rapid Ambition 1.6 TDI CR MT,Rapid,529000,49000,Diesel,Chennai,27,7
1116,2016,Ford,Ford EcoSport Titanium 1.5L Ti-VCT AT,EcoSport,680000,69000,Petrol,Chennai,8,5
1117,2012,Hyundai,Hyundai i20 Magna 1.2,i20,375000,66000,Petrol,Chennai,14,9
1118,2017,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.2,Baleno,650000,32000,Petrol,Chennai,32,4
1119,2015,Volkswagen,Volkswagen Vento Highline Petrol AT,Vento,700000,60000,Petrol,Chennai,3,6
1120,2017,Maruti Suzuki,Maruti Suzuki Ertiga ZDI + SHVS,Ertiga,910000,48000,Diesel,Chennai,32,4
1121,2018,Maruti Suzuki,Maruti Suzuki Ciaz Zeta 1.4 AT,Ciaz,825000,22000,Petrol,Chennai,32,3
1122,2012,Land Rover,Land Rover Range Rover Evoque Dynamic SD4,Evoque,2350000,63000,Diesel,Chennai,18,9
1123,2012,Mercedes-Benz,Mercedes-Benz C-Class C 250 CDI BlueEFFICIENCY,C-Class,1400000,87500,Diesel,Chennai,2,9
1124,2020,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,2550000,9500,Diesel,Chennai,1,1
1125,2017,Hyundai,Hyundai Grand i10 Era U2 1.2 CRDi,Grand,380000,62000,Diesel,Chennai,14,4
1126,2018,Audi,Audi Q3 35 TDI quattro Premium Plus,Q3,2650000,81296,Diesel,Chennai,10,3
1127,2018,Hyundai,Hyundai Verna 1.6 CRDI SX (O),Verna,1250000,38000,Diesel,Chennai,14,3
1128,2017,Hyundai,Hyundai Elite i20 Asta 1.4 CRDI,Elite,750000,40000,Diesel,Chennai,14,4
1129,2019,Hyundai,Hyundai Creta EX 1.4 CRDi,Creta,990000,58000,Diesel,Chennai,14,2
1130,2011,Toyota,Toyota Innova 2.5 VX 8 STR BS-IV,Innova,870000,120000,Diesel,Chennai,1,10
1131,2018,Maruti Suzuki,Maruti Suzuki Ciaz Delta Hybrid 1.5 [2018-2020],Ciaz,870000,38000,Petrol,Chennai,32,3
1132,2015,Mahindra,Mahindra Thar CRDe 4x4 AC,Thar,750000,64000,Diesel,Chennai,24,6
1133,2010,Maruti Suzuki,Maruti Suzuki SX4 VXi,SX4,240000,90000,Petrol,Chennai,32,11
1134,2015,Hyundai,Hyundai Creta 1.6 SX Plus AT,Creta,925000,84000,Diesel,Chennai,14,6
1135,2019,Mahindra,Mahindra TUV300 T6 Plus,TUV300,945000,39000,Diesel,Chennai,24,2
1136,2008,Hyundai,Hyundai i10 Sportz 1.2,i10,250000,73000,Petrol,Chennai,14,13
1137,2016,Ford,Ford Figo Titanium1.5 TDCi,Figo,475000,40000,Diesel,Chennai,8,5
1138,2016,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2225000,65000,Diesel,Chennai,8,5
1139,2016,Renault,Renault Duster 110 PS RXZ 4X2 MT Diesel,Duster,690000,70000,Diesel,Chennai,15,5
1140,2014,Hyundai,Hyundai Elite i20 Era 1.2,Elite,515000,29000,Petrol,Chennai,14,7
1141,2015,Hyundai,Hyundai i10 1.1L iRDE Magna Special Edition,i10,325000,54000,Petrol,Chennai,14,6
1142,2019,Kia,Kia Seltos GTX 1.4 Dual Tone,Seltos,1590000,7000,Petrol,Chennai,20,2
1143,2019,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,890000,45000,Diesel,Chennai,8,2
1144,2016,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2090000,74000,Diesel,Chennai,8,5
1145,2012,Mahindra,Mahindra XUV500 W8,XUV500,750000,130000,Diesel,Chennai,24,9
1146,2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,575000,68000,Diesel,Chennai,8,5
1147,2017,Honda,Honda Jazz V Petrol,Jazz,725000,13000,Petrol,Chennai,7,4
1148,2016,Mahindra,Mahindra TUV300 T8,TUV300,675000,64000,Diesel,Chennai,24,5
1149,2011,Ford,Ford Endeavour 2.5L 4x2,Endeavour,950000,60000,Diesel,Chennai,8,10
1150,2017,Hyundai,Hyundai Grand i10 Sportz AT 1.2 Kappa VTVT,Grand,550000,44000,Petrol,Chennai,14,4
1151,2017,Ford,Ford Endeavour Trend 3.2 4x4 AT,Endeavour,2290000,61000,Diesel,Chennai,8,4
1152,2014,Toyota,Toyota Innova 2.5 G 7 STR BS-IV,Innova,1149000,112000,Diesel,Chennai,1,7
1153,2012,BMW,BMW X1 sDrive20d,X1,1385000,59000,Diesel,Chennai,4,9
1154,2017,Ford,Ford Endeavour Trend 3.2 4x4 AT,Endeavour,2400000,90000,Diesel,Chennai,8,4
1155,2012,Mahindra,Mahindra Scorpio SLE 2.6 CRDe,Scorpio,650000,135000,Diesel,Chennai,24,9
1156,2016,BMW,BMW X3 xDrive-20d xLine,X3,3400000,40000,Diesel,Chennai,4,5
1157,2013,Toyota,Toyota Innova 2.5 V 7 STR,Innova,1250000,130000,Diesel,Chennai,1,8
1158,2019,Maruti Suzuki,Maruti Suzuki Swift Dzire LDI,Swift,600000,62000,Diesel,Chennai,32,2
1159,2017,Hyundai,Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],Grand,380000,65000,Diesel,Chennai,14,4
1160,2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,750000,34000,Diesel,Chennai,8,5
1161,2015,Hyundai,Hyundai Eon D-Lite +,Eon,320000,36000,Petrol,Chennai,14,6
1162,2020,Hyundai,Hyundai Tucson GL 2WD AT Petrol,Tucson,2500000,4500,Petrol,Chennai,14,1
1163,2013,Skoda,Skoda Laura Ambition 1.8 TSI,Laura,625000,106000,Petrol,Chennai,27,8
1164,2018,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,2300000,40000,Diesel,Chennai,1,3
1165,2016,BMW,BMW X1 sDrive20d xLine,X1,2600000,37000,Diesel,Chennai,4,5
1166,2019,Hyundai,Hyundai Creta SX 1.6 AT Petrol,Creta,1380000,32000,Petrol,Chennai,14,2
1167,2017,Ford,Ford Mustang GT Fastback 5.0L v8,Mustang,6500000,11100,Petrol,Chennai,8,4
1168,2017,Volvo,Volvo S60 Polestar [2017-2020],S60,3950000,49855,Petrol,Chennai,9,4
1169,2015,Audi,Audi A8 L 3.0 TDI quattro,A8,4500000,57700,Diesel,Chennai,10,6
1170,2019,Honda,Honda City V Petrol,City,1050000,24000,Petrol,Chennai,7,2
1171,2017,Volkswagen,Volkswagen Ameo Highline1.5L (D) [2016-2018],Ameo,575000,55000,Diesel,Chennai,3,4
1172,2015,Hyundai,Hyundai Grand i10 Asta 1.1 CRDi [2013-2016],Grand,445000,65000,Diesel,Chennai,14,6
1173,2012,Toyota,Toyota Corolla Altis G Diesel,Corolla,650000,77000,Diesel,Chennai,1,9
1174,2016,Jaguar,Jaguar XF 3.0 V6 Premium Luxury,XF,2850000,63000,Diesel,Chennai,40,5
1175,2013,Mercedes-Benz,Mercedes-Benz M-Class ML 350 CDI,M-Class,2400000,120000,Diesel,Chennai,2,8
1176,2017,Maruti Suzuki,Maruti Suzuki Ciaz Zeta 1.4 AT,Ciaz,785000,49000,Petrol,Chennai,32,4
1177,2017,Hyundai,Hyundai Verna 1.6 VTVT SX,Verna,875000,10001,Petrol,Chennai,14,4
1178,2019,Renault,Renault Duster 85 PS RXS 4X2 MT Diesel,Duster,1090000,16000,Diesel,Chennai,15,2
1179,2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta,Baleno,690000,35000,Petrol,Chennai,32,3
1180,2018,Honda,Honda Jazz V Diesel,Jazz,750000,29000,Diesel,Chennai,7,3
1181,2018,Honda,Honda City VX Diesel,City,990000,41000,Diesel,Chennai,7,3
1182,2020,Kia,Kia Sonet GTX Plus 1.0 iMT [2020-2021],Sonet,1450000,3000,Petrol,Chennai,20,1
1183,2015,Audi,Audi Q3 35 TDI Premium Plus,Q3,2200000,76000,Diesel,Chennai,10,6
1184,2020,BMW,BMW X4 M [2019],X4,6800000,20000,Petrol,Chennai,4,1
1185,2017,Tata,Tata Hexa XT 4x4 7 STR,Hexa,1075000,85000,Diesel,Chennai,40,4
1186,2012,Renault,Renault Duster 110 PS RxL Diesel,Duster,525000,65000,Diesel,Chennai,15,9
1187,2015,Skoda,Skoda Rapid 1.5 TDI CR Elegance AT,Rapid,790000,57000,Diesel,Chennai,27,6
1188,2017,Maruti Suzuki,Maruti Suzuki Ignis Zeta 1.2 MT,Ignis,485000,24000,Petrol,Chennai,32,4
1189,2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta,Baleno,690000,35000,Petrol,Chennai,32,3
1190,2018,Honda,Honda Jazz V Diesel,Jazz,750000,29000,Diesel,Chennai,7,3
1191,2018,Honda,Honda City VX Diesel,City,990000,41000,Diesel,Chennai,7,3
1192,2019,Renault,Renault Duster 85 PS RXS 4X2 MT Diesel,Duster,1090000,16000,Diesel,Chennai,15,2
1193,2017,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,850000,44000,Diesel,Chennai,8,4
1194,2018,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,2050000,41000,Diesel,Chennai,1,3
1195,2015,Jaguar,Jaguar XF 2.2 Diesel,XF,2200000,77000,Diesel,Chennai,40,6
1196,2014,BMW,BMW X1 sDrive20d,X1,1450000,63000,Diesel,Chennai,4,7
1197,2010,Skoda,Skoda Superb Elegance 2.0 TDI CR AT,Superb,600000,104000,Diesel,Chennai,27,11
1198,2017,Skoda,Skoda Rapid Ambition 1.5 TDI,Rapid,735000,112000,Diesel,Chennai,27,4
1199,2012,Toyota,Toyota Innova 2.5 VX 8 STR BS-IV,Innova,1190000,93000,Diesel,Chennai,1,9
1200,2017,Skoda,Skoda Octavia 2.0 TDI CR Style Plus AT [2017],Octavia,2000000,30000,Diesel,Chennai,27,4
1201,2019,Skoda,Skoda Rapid ONYX 1.5 TDI LE,Rapid,1090000,30000,Diesel,Chennai,27,2
